,HomeTeam,AwayTeam
6014,assaint-etienne,parissaint-germain
6015,fcsochaux-montbeliard,acajaccio
6016,toulousefc,stadebrestois29
6017,valenciennesfc,olympiquelyonnais
6018,ajauxerre,olympiquedemarseille
6019,evianthonongaillardfc,ogcnice
6020,losclille,montpellierheraultsc
6021,fclorient,girondinsdebordeaux
6022,olympiquelyonnais,acajaccio
6023,staderennaisfc,parissaint-germain
6024,assaint-etienne,asnancy-lorraine
6025,fcsochaux-montbeliard,smcaen
6026,toulousefc,dijonfco
6027,valenciennesfc,stadebrestois29
6028,acajaccio,ajauxerre
6029,girondinsdebordeaux,valenciennesfc
6030,stadebrestois29,ogcnice
6031,smcaen,staderennaisfc
6032,dijonfco,evianthonongaillardfc
6033,olympiquedemarseille,losclille
6034,montpellierheraultsc,olympiquelyonnais
6035,asnancy-lorraine,fclorient
6036,parissaint-germain,toulousefc
6037,assaint-etienne,fcsochaux-montbeliard
6038,ajauxerre,asnancy-lorraine
6039,stadebrestois29,parissaint-germain
6040,evianthonongaillardfc,girondinsdebordeaux
6041,losclille,assaint-etienne
6042,fclorient,fcsochaux-montbeliard
6043,olympiquelyonnais,dijonfco
6044,ogcnice,montpellierheraultsc
6045,staderennaisfc,olympiquedemarseille
6046,toulousefc,smcaen
6047,valenciennesfc,acajaccio
6048,acajaccio,ogcnice
6049,girondinsdebordeaux,toulousefc
6050,smcaen,ajauxerre
6051,dijonfco,valenciennesfc
6052,olympiquedemarseille,olympiquelyonnais
6053,montpellierheraultsc,stadebrestois29
6054,asnancy-lorraine,staderennaisfc
6055,parissaint-germain,evianthonongaillardfc
6056,assaint-etienne,fclorient
6057,fcsochaux-montbeliard,losclille
6058,ajauxerre,fclorient
6059,stadebrestois29,dijonfco
6060,evianthonongaillardfc,olympiquedemarseille
6061,losclille,girondinsdebordeaux
6062,olympiquelyonnais,smcaen
6063,montpellierheraultsc,acajaccio
6064,ogcnice,parissaint-germain
6065,staderennaisfc,fcsochaux-montbeliard
6066,toulousefc,assaint-etienne
6067,valenciennesfc,asnancy-lorraine
6068,acajaccio,stadebrestois29
6069,girondinsdebordeaux,olympiquelyonnais
6070,smcaen,evianthonongaillardfc
6071,dijonfco,ogcnice
6072,fclorient,losclille
6073,olympiquedemarseille,valenciennesfc
6074,asnancy-lorraine,toulousefc
6075,parissaint-germain,montpellierheraultsc
6076,assaint-etienne,staderennaisfc
6077,fcsochaux-montbeliard,ajauxerre
6078,acajaccio,dijonfco
6079,ajauxerre,assaint-etienne
6080,stadebrestois29,olympiquedemarseille
6081,evianthonongaillardfc,asnancy-lorraine
6082,olympiquelyonnais,parissaint-germain
6083,montpellierheraultsc,girondinsdebordeaux
6084,ogcnice,smcaen
6085,staderennaisfc,losclille
6086,toulousefc,fcsochaux-montbeliard
6087,valenciennesfc,fclorient
6088,girondinsdebordeaux,ogcnice
6089,smcaen,stadebrestois29
6090,dijonfco,montpellierheraultsc
6091,losclille,ajauxerre
6092,fclorient,staderennaisfc
6093,olympiquedemarseille,toulousefc
6094,asnancy-lorraine,olympiquelyonnais
6095,parissaint-germain,acajaccio
6096,assaint-etienne,evianthonongaillardfc
6097,fcsochaux-montbeliard,valenciennesfc
6098,acajaccio,olympiquedemarseille
6099,stadebrestois29,girondinsdebordeaux
6100,dijonfco,parissaint-germain
6101,evianthonongaillardfc,fcsochaux-montbeliard
6102,olympiquelyonnais,losclille
6103,montpellierheraultsc,smcaen
6104,ogcnice,asnancy-lorraine
6105,staderennaisfc,ajauxerre
6106,toulousefc,fclorient
6107,valenciennesfc,assaint-etienne
6108,ajauxerre,evianthonongaillardfc
6109,girondinsdebordeaux,acajaccio
6110,smcaen,parissaint-germain
6111,losclille,valenciennesfc
6112,fclorient,stadebrestois29
6113,olympiquedemarseille,dijonfco
6114,asnancy-lorraine,montpellierheraultsc
6115,staderennaisfc,toulousefc
6116,assaint-etienne,olympiquelyonnais
6117,fcsochaux-montbeliard,ogcnice
6118,acajaccio,fclorient
6119,stadebrestois29,asnancy-lorraine
6120,dijonfco,smcaen
6121,evianthonongaillardfc,losclille
6122,olympiquelyonnais,fcsochaux-montbeliard
6123,montpellierheraultsc,assaint-etienne
6124,ogcnice,olympiquedemarseille
6125,parissaint-germain,girondinsdebordeaux
6126,toulousefc,ajauxerre
6127,valenciennesfc,staderennaisfc
6128,acajaccio,evianthonongaillardfc
6129,girondinsdebordeaux,ajauxerre
6130,stadebrestois29,olympiquelyonnais
6131,smcaen,losclille
6132,dijonfco,fclorient
6133,olympiquedemarseille,assaint-etienne
6134,montpellierheraultsc,staderennaisfc
6135,asnancy-lorraine,fcsochaux-montbeliard
6136,ogcnice,toulousefc
6137,parissaint-germain,valenciennesfc
6138,ajauxerre,valenciennesfc
6139,girondinsdebordeaux,dijonfco
6140,smcaen,acajaccio
6141,losclille,toulousefc
6142,fclorient,evianthonongaillardfc
6143,olympiquedemarseille,montpellierheraultsc
6144,asnancy-lorraine,parissaint-germain
6145,staderennaisfc,olympiquelyonnais
6146,assaint-etienne,ogcnice
6147,fcsochaux-montbeliard,stadebrestois29
6148,acajaccio,assaint-etienne
6149,stadebrestois29,losclille
6150,smcaen,girondinsdebordeaux
6151,dijonfco,asnancy-lorraine
6152,evianthonongaillardfc,staderennaisfc
6153,olympiquelyonnais,ajauxerre
6154,montpellierheraultsc,fcsochaux-montbeliard
6155,ogcnice,fclorient
6156,parissaint-germain,olympiquedemarseille
6157,valenciennesfc,toulousefc
6158,ajauxerre,parissaint-germain
6159,losclille,acajaccio
6160,fclorient,montpellierheraultsc
6161,olympiquedemarseille,smcaen
6162,asnancy-lorraine,girondinsdebordeaux
6163,staderennaisfc,ogcnice
6164,assaint-etienne,stadebrestois29
6165,fcsochaux-montbeliard,dijonfco
6166,toulousefc,olympiquelyonnais
6167,valenciennesfc,evianthonongaillardfc
6168,acajaccio,asnancy-lorraine
6169,girondinsdebordeaux,olympiquedemarseille
6170,stadebrestois29,staderennaisfc
6171,smcaen,assaint-etienne
6172,dijonfco,losclille
6173,evianthonongaillardfc,toulousefc
6174,olympiquelyonnais,fclorient
6175,montpellierheraultsc,valenciennesfc
6176,ogcnice,ajauxerre
6177,parissaint-germain,fcsochaux-montbeliard
6178,ajauxerre,stadebrestois29
6179,evianthonongaillardfc,olympiquelyonnais
6180,losclille,parissaint-germain
6181,fclorient,olympiquedemarseille
6182,asnancy-lorraine,smcaen
6183,staderennaisfc,acajaccio
6184,assaint-etienne,dijonfco
6185,fcsochaux-montbeliard,girondinsdebordeaux
6186,toulousefc,montpellierheraultsc
6187,valenciennesfc,ogcnice
6188,acajaccio,fcsochaux-montbeliard
6189,girondinsdebordeaux,staderennaisfc
6190,stadebrestois29,toulousefc
6191,smcaen,fclorient
6192,dijonfco,ajauxerre
6193,olympiquelyonnais,valenciennesfc
6194,olympiquedemarseille,asnancy-lorraine
6195,montpellierheraultsc,evianthonongaillardfc
6196,ogcnice,losclille
6197,parissaint-germain,assaint-etienne
6198,ajauxerre,girondinsdebordeaux
6199,evianthonongaillardfc,acajaccio
6200,losclille,smcaen
6201,fclorient,dijonfco
6202,olympiquelyonnais,stadebrestois29
6203,staderennaisfc,montpellierheraultsc
6204,assaint-etienne,olympiquedemarseille
6205,fcsochaux-montbeliard,asnancy-lorraine
6206,toulousefc,ogcnice
6207,valenciennesfc,parissaint-germain
6208,acajaccio,olympiquelyonnais
6209,girondinsdebordeaux,fclorient
6210,stadebrestois29,valenciennesfc
6211,smcaen,fcsochaux-montbeliard
6212,dijonfco,toulousefc
6213,olympiquedemarseille,ajauxerre
6214,montpellierheraultsc,losclille
6215,asnancy-lorraine,assaint-etienne
6216,ogcnice,evianthonongaillardfc
6217,parissaint-germain,staderennaisfc
6218,ajauxerre,montpellierheraultsc
6219,evianthonongaillardfc,stadebrestois29
6220,losclille,asnancy-lorraine
6221,fclorient,parissaint-germain
6222,olympiquelyonnais,ogcnice
6223,staderennaisfc,dijonfco
6224,assaint-etienne,girondinsdebordeaux
6225,fcsochaux-montbeliard,olympiquedemarseille
6226,toulousefc,acajaccio
6227,valenciennesfc,smcaen
6228,ajauxerre,acajaccio
6229,evianthonongaillardfc,dijonfco
6230,losclille,olympiquedemarseille
6231,fclorient,asnancy-lorraine
6232,olympiquelyonnais,montpellierheraultsc
6233,ogcnice,stadebrestois29
6234,staderennaisfc,smcaen
6235,fcsochaux-montbeliard,assaint-etienne
6236,toulousefc,parissaint-germain
6237,valenciennesfc,girondinsdebordeaux
6238,acajaccio,valenciennesfc
6239,girondinsdebordeaux,evianthonongaillardfc
6240,smcaen,toulousefc
6241,dijonfco,olympiquelyonnais
6242,olympiquedemarseille,staderennaisfc
6243,montpellierheraultsc,ogcnice
6244,asnancy-lorraine,ajauxerre
6245,parissaint-germain,stadebrestois29
6246,assaint-etienne,losclille
6247,fcsochaux-montbeliard,fclorient
6248,ajauxerre,smcaen
6249,stadebrestois29,montpellierheraultsc
6250,evianthonongaillardfc,parissaint-germain
6251,losclille,fcsochaux-montbeliard
6252,fclorient,assaint-etienne
6253,olympiquelyonnais,olympiquedemarseille
6254,ogcnice,acajaccio
6255,staderennaisfc,asnancy-lorraine
6256,toulousefc,girondinsdebordeaux
6257,valenciennesfc,dijonfco
6258,acajaccio,montpellierheraultsc
6259,girondinsdebordeaux,losclille
6260,smcaen,olympiquelyonnais
6261,dijonfco,stadebrestois29
6262,fclorient,ajauxerre
6263,olympiquedemarseille,evianthonongaillardfc
6264,asnancy-lorraine,valenciennesfc
6265,parissaint-germain,ogcnice
6266,assaint-etienne,toulousefc
6267,fcsochaux-montbeliard,staderennaisfc
6268,ajauxerre,fcsochaux-montbeliard
6269,stadebrestois29,acajaccio
6270,evianthonongaillardfc,smcaen
6271,losclille,fclorient
6272,olympiquelyonnais,girondinsdebordeaux
6273,montpellierheraultsc,parissaint-germain
6274,ogcnice,dijonfco
6275,staderennaisfc,assaint-etienne
6276,toulousefc,asnancy-lorraine
6277,valenciennesfc,olympiquedemarseille
6278,girondinsdebordeaux,montpellierheraultsc
6279,smcaen,ogcnice
6280,dijonfco,acajaccio
6281,losclille,staderennaisfc
6282,fclorient,valenciennesfc
6283,olympiquedemarseille,stadebrestois29
6284,asnancy-lorraine,evianthonongaillardfc
6285,parissaint-germain,olympiquelyonnais
6286,assaint-etienne,ajauxerre
6287,fcsochaux-montbeliard,toulousefc
6288,montpellierheraultsc,toulousefc
6289,evianthonongaillardfc,girondinsdebordeaux
6290,asnancy-lorraine,stadebrestois29
6291,ogcnice,acajaccio
6292,parissaint-germain,fclorient
6293,stadedereims,olympiquedemarseille
6294,staderennaisfc,olympiquelyonnais
6295,assaint-etienne,losclille
6296,fcsochaux-montbeliard,scbastia
6297,estroyesac,valenciennesfc
6298,scbastia,girondinsdebordeaux
6299,losclille,valenciennesfc
6300,fclorient,acajaccio
6301,montpellierheraultsc,ogcnice
6302,asnancy-lorraine,parissaint-germain
6303,stadedereims,estroyesac
6304,assaint-etienne,staderennaisfc
6305,fcsochaux-montbeliard,evianthonongaillardfc
6306,toulousefc,stadebrestois29
6307,olympiquedemarseille,olympiquelyonnais
6308,acajaccio,olympiquedemarseille
6309,girondinsdebordeaux,toulousefc
6310,stadebrestois29,fclorient
6311,evianthonongaillardfc,losclille
6312,olympiquelyonnais,scbastia
6313,ogcnice,asnancy-lorraine
6314,parissaint-germain,assaint-etienne
6315,staderennaisfc,stadedereims
6316,estroyesac,montpellierheraultsc
6317,valenciennesfc,fcsochaux-montbeliard
6318,scbastia,valenciennesfc
6319,losclille,stadebrestois29
6320,fclorient,girondinsdebordeaux
6321,olympiquedemarseille,ogcnice
6322,asnancy-lorraine,staderennaisfc
6323,stadedereims,evianthonongaillardfc
6324,assaint-etienne,estroyesac
6325,fcsochaux-montbeliard,olympiquelyonnais
6326,toulousefc,acajaccio
6327,montpellierheraultsc,parissaint-germain
6328,acajaccio,fcsochaux-montbeliard
6329,stadebrestois29,scbastia
6330,evianthonongaillardfc,assaint-etienne
6331,fclorient,losclille
6332,olympiquelyonnais,stadedereims
6333,ogcnice,toulousefc
6334,parissaint-germain,staderennaisfc
6335,estroyesac,asnancy-lorraine
6336,valenciennesfc,montpellierheraultsc
6337,girondinsdebordeaux,olympiquedemarseille
6338,scbastia,fclorient
6339,montpellierheraultsc,girondinsdebordeaux
6340,asnancy-lorraine,acajaccio
6341,parissaint-germain,estroyesac
6342,stadedereims,stadebrestois29
6343,staderennaisfc,evianthonongaillardfc
6344,assaint-etienne,valenciennesfc
6345,fcsochaux-montbeliard,ogcnice
6346,toulousefc,olympiquelyonnais
6347,olympiquedemarseille,losclille
6348,acajaccio,assaint-etienne
6349,girondinsdebordeaux,fcsochaux-montbeliard
6350,stadebrestois29,olympiquedemarseille
6351,evianthonongaillardfc,asnancy-lorraine
6352,losclille,scbastia
6353,fclorient,toulousefc
6354,olympiquelyonnais,montpellierheraultsc
6355,ogcnice,parissaint-germain
6356,estroyesac,staderennaisfc
6357,valenciennesfc,stadedereims
6358,olympiquedemarseille,fclorient
6359,montpellierheraultsc,acajaccio
6360,asnancy-lorraine,valenciennesfc
6361,parissaint-germain,evianthonongaillardfc
6362,stadedereims,girondinsdebordeaux
6363,staderennaisfc,stadebrestois29
6364,assaint-etienne,olympiquelyonnais
6365,fcsochaux-montbeliard,losclille
6366,toulousefc,scbastia
6367,estroyesac,ogcnice
6368,acajaccio,stadedereims
6369,scbastia,olympiquedemarseille
6370,girondinsdebordeaux,assaint-etienne
6371,stadebrestois29,montpellierheraultsc
6372,evianthonongaillardfc,estroyesac
6373,losclille,toulousefc
6374,fclorient,fcsochaux-montbeliard
6375,olympiquelyonnais,asnancy-lorraine
6376,ogcnice,staderennaisfc
6377,valenciennesfc,parissaint-germain
6378,montpellierheraultsc,scbastia
6379,asnancy-lorraine,girondinsdebordeaux
6380,ogcnice,evianthonongaillardfc
6381,stadedereims,losclille
6382,staderennaisfc,valenciennesfc
6383,assaint-etienne,fclorient
6384,fcsochaux-montbeliard,stadebrestois29
6385,toulousefc,olympiquedemarseille
6386,estroyesac,acajaccio
6387,parissaint-germain,olympiquelyonnais
6388,acajaccio,staderennaisfc
6389,scbastia,asnancy-lorraine
6390,girondinsdebordeaux,estroyesac
6391,stadebrestois29,parissaint-germain
6392,losclille,montpellierheraultsc
6393,fclorient,stadedereims
6394,olympiquelyonnais,ogcnice
6395,olympiquedemarseille,assaint-etienne
6396,toulousefc,fcsochaux-montbeliard
6397,valenciennesfc,evianthonongaillardfc
6398,acajaccio,parissaint-germain
6399,scbastia,stadedereims
6400,girondinsdebordeaux,staderennaisfc
6401,stadebrestois29,evianthonongaillardfc
6402,losclille,asnancy-lorraine
6403,fclorient,montpellierheraultsc
6404,olympiquelyonnais,estroyesac
6405,olympiquedemarseille,fcsochaux-montbeliard
6406,toulousefc,assaint-etienne
6407,valenciennesfc,ogcnice
6408,evianthonongaillardfc,stadebrestois29
6409,montpellierheraultsc,fclorient
6410,asnancy-lorraine,losclille
6411,ogcnice,valenciennesfc
6412,parissaint-germain,acajaccio
6413,stadedereims,scbastia
6414,staderennaisfc,girondinsdebordeaux
6415,assaint-etienne,toulousefc
6416,fcsochaux-montbeliard,olympiquedemarseille
6417,estroyesac,olympiquelyonnais
6418,acajaccio,valenciennesfc
6419,scbastia,staderennaisfc
6420,girondinsdebordeaux,parissaint-germain
6421,stadebrestois29,assaint-etienne
6422,losclille,ogcnice
6423,fclorient,estroyesac
6424,olympiquelyonnais,evianthonongaillardfc
6425,olympiquedemarseille,montpellierheraultsc
6426,fcsochaux-montbeliard,stadedereims
6427,toulousefc,asnancy-lorraine
6428,evianthonongaillardfc,acajaccio
6429,montpellierheraultsc,fcsochaux-montbeliard
6430,asnancy-lorraine,fclorient
6431,ogcnice,girondinsdebordeaux
6432,parissaint-germain,losclille
6433,stadedereims,toulousefc
6434,staderennaisfc,olympiquedemarseille
6435,assaint-etienne,scbastia
6436,estroyesac,stadebrestois29
6437,valenciennesfc,olympiquelyonnais
6438,acajaccio,olympiquelyonnais
6439,scbastia,evianthonongaillardfc
6440,girondinsdebordeaux,valenciennesfc
6441,stadebrestois29,ogcnice
6442,losclille,estroyesac
6443,fclorient,staderennaisfc
6444,olympiquedemarseille,asnancy-lorraine
6445,montpellierheraultsc,stadedereims
6446,fcsochaux-montbeliard,assaint-etienne
6447,toulousefc,parissaint-germain
6448,acajaccio,girondinsdebordeaux
6449,evianthonongaillardfc,olympiquedemarseille
6450,olympiquelyonnais,losclille
6451,asnancy-lorraine,stadedereims
6452,ogcnice,fclorient
6453,parissaint-germain,scbastia
6454,staderennaisfc,toulousefc
6455,assaint-etienne,montpellierheraultsc
6456,estroyesac,fcsochaux-montbeliard
6457,valenciennesfc,stadebrestois29
6458,scbastia,ogcnice
6459,girondinsdebordeaux,olympiquelyonnais
6460,stadebrestois29,acajaccio
6461,losclille,staderennaisfc
6462,fclorient,evianthonongaillardfc
6463,olympiquedemarseille,valenciennesfc
6464,montpellierheraultsc,asnancy-lorraine
6465,stadedereims,assaint-etienne
6466,fcsochaux-montbeliard,parissaint-germain
6467,toulousefc,estroyesac
6468,acajaccio,losclille
6469,girondinsdebordeaux,stadebrestois29
6470,evianthonongaillardfc,montpellierheraultsc
6471,olympiquelyonnais,fclorient
6472,asnancy-lorraine,assaint-etienne
6473,ogcnice,stadedereims
6474,parissaint-germain,olympiquedemarseille
6475,staderennaisfc,fcsochaux-montbeliard
6476,estroyesac,scbastia
6477,valenciennesfc,toulousefc
6478,scbastia,acajaccio
6479,stadebrestois29,olympiquelyonnais
6480,losclille,girondinsdebordeaux
6481,fclorient,valenciennesfc
6482,olympiquedemarseille,estroyesac
6483,montpellierheraultsc,staderennaisfc
6484,stadedereims,parissaint-germain
6485,assaint-etienne,ogcnice
6486,fcsochaux-montbeliard,asnancy-lorraine
6487,toulousefc,evianthonongaillardfc
6488,acajaccio,fclorient
6489,girondinsdebordeaux,scbastia
6490,stadebrestois29,toulousefc
6491,evianthonongaillardfc,fcsochaux-montbeliard
6492,olympiquelyonnais,olympiquedemarseille
6493,ogcnice,montpellierheraultsc
6494,parissaint-germain,asnancy-lorraine
6495,staderennaisfc,assaint-etienne
6496,estroyesac,stadedereims
6497,valenciennesfc,losclille
6498,scbastia,olympiquelyonnais
6499,losclille,evianthonongaillardfc
6500,fclorient,stadebrestois29
6501,olympiquedemarseille,acajaccio
6502,montpellierheraultsc,estroyesac
6503,asnancy-lorraine,ogcnice
6504,stadedereims,staderennaisfc
6505,assaint-etienne,parissaint-germain
6506,fcsochaux-montbeliard,valenciennesfc
6507,toulousefc,girondinsdebordeaux
6508,evianthonongaillardfc,olympiquelyonnais
6509,montpellierheraultsc,olympiquedemarseille
6510,asnancy-lorraine,toulousefc
6511,ogcnice,losclille
6512,parissaint-germain,girondinsdebordeaux
6513,stadedereims,fcsochaux-montbeliard
6514,staderennaisfc,scbastia
6515,assaint-etienne,stadebrestois29
6516,estroyesac,fclorient
6517,valenciennesfc,acajaccio
6518,acajaccio,toulousefc
6519,girondinsdebordeaux,fclorient
6520,stadebrestois29,losclille
6521,evianthonongaillardfc,stadedereims
6522,olympiquelyonnais,fcsochaux-montbeliard
6523,ogcnice,olympiquedemarseille
6524,parissaint-germain,montpellierheraultsc
6525,staderennaisfc,asnancy-lorraine
6526,estroyesac,assaint-etienne
6527,valenciennesfc,scbastia
6528,scbastia,stadebrestois29
6529,losclille,fclorient
6530,olympiquedemarseille,girondinsdebordeaux
6531,montpellierheraultsc,valenciennesfc
6532,asnancy-lorraine,estroyesac
6533,stadedereims,olympiquelyonnais
6534,staderennaisfc,parissaint-germain
6535,assaint-etienne,evianthonongaillardfc
6536,fcsochaux-montbeliard,acajaccio
6537,toulousefc,ogcnice
6538,acajaccio,asnancy-lorraine
6539,girondinsdebordeaux,montpellierheraultsc
6540,stadebrestois29,stadedereims
6541,evianthonongaillardfc,staderennaisfc
6542,losclille,olympiquedemarseille
6543,fclorient,scbastia
6544,olympiquelyonnais,toulousefc
6545,ogcnice,fcsochaux-montbeliard
6546,estroyesac,parissaint-germain
6547,valenciennesfc,assaint-etienne
6548,scbastia,losclille
6549,olympiquedemarseille,stadebrestois29
6550,montpellierheraultsc,olympiquelyonnais
6551,asnancy-lorraine,evianthonongaillardfc
6552,parissaint-germain,ogcnice
6553,stadedereims,valenciennesfc
6554,staderennaisfc,estroyesac
6555,assaint-etienne,acajaccio
6556,fcsochaux-montbeliard,girondinsdebordeaux
6557,toulousefc,fclorient
6558,acajaccio,montpellierheraultsc
6559,scbastia,toulousefc
6560,girondinsdebordeaux,stadedereims
6561,stadebrestois29,staderennaisfc
6562,evianthonongaillardfc,parissaint-germain
6563,losclille,fcsochaux-montbeliard
6564,fclorient,olympiquedemarseille
6565,olympiquelyonnais,assaint-etienne
6566,ogcnice,estroyesac
6567,valenciennesfc,asnancy-lorraine
6568,olympiquedemarseille,scbastia
6569,montpellierheraultsc,stadebrestois29
6570,asnancy-lorraine,olympiquelyonnais
